tconst,directors,writers
tt1935897,nm0451076,nm0451076
tt1935902,nm1310794,"nm3095307,nm1310794"
tt1935914,"nm0665041,nm1883612","nm0665041,nm1883612"
tt1935940,nm1247462,nm1247462
tt19369162,nm3417134,"nm3417134,nm13031497,nm2136438"
tt1937092,nm1835066,"nm1835066,nm2837117,nm3002771,nm4469464"
tt1937118,nm0458251,nm0458251
tt1937133,nm1925637,"nm4469041,nm4469012,nm1925637,nm0022969,nm0022971,nm3935670,nm1318751,nm0480850"
tt1937149,nm1079062,"nm1079062,nm1516346"
tt1937264,nm0662530,"nm0236050,nm0662530"
tt1937269,nm1623943,nm0505262
tt1937339,nm3292009,"nm3292009,nm4998869"
tt1937388,nm1630654,"nm1630654,nm4363465"
tt1937390,nm0001885,nm0001885
tt1937449,nm1023919,"nm1023919,nm3399880"
tt1937506,nm0001064,"nm3401807,nm2043349,nm2087340"
tt19381382,nm1132447,nm1132447
tt19383190,nm0001348,nm0001348
tt1939654,nm2625699,"nm2625699,nm4359430,nm2680506"
tt1939659,nm0005303,"nm0169548,nm2630745,nm0000175"
tt19406606,nm7435284,nm7435284
tt19407476,nm13834761,nm13834761
tt1941466,nm2022248,"nm1220477,nm0031919,nm0407022,nm0624955,nm0651900,nm0959985,nm1825288"
tt1941478,nm2119212,"nm3451511,nm2119212"
tt1941638,nm2813440,nm2813440
tt1942831,nm0697014,nm0299149
tt1942884,"nm1515795,nm2499666",\N
tt1942971,nm1122217,nm1122217
tt1942989,nm3018890,"nm3195822,nm3018890,nm1273456"
tt1943014,nm1006419,nm1543910
tt1943765,nm0015214,"nm0015214,nm1419498"
tt1943873,nm4478600,"nm4478245,nm4478600"
tt19445266,nm3654931,nm3654931
tt1945034,nm0310747,"nm0032720,nm0310747"
tt1945039,nm1776242,nm1776242
tt1945044,nm1197971,"nm1187454,nm1197971"
tt1945062,nm4107260,"nm4107260,nm2439425"
tt1945084,nm1362570,"nm1365569,nm1362570"
tt1945228,nm0000517,nm0000517
tt1946280,nm0315916,"nm0315916,nm0347899,nm0007173"
tt1946289,nm0025534,"nm0025534,nm0401076,nm0491011"
tt1946298,nm0686375,"nm4539483,nm4540007"
tt1946310,nm2318133,"nm0527581,nm4487234"
tt1946347,nm1709238,"nm1709238,nm5022110"
tt1946381,nm0005522,"nm5038047,nm3016710,nm0005522,nm2205585,nm2965681"
tt1946421,nm0000638,nm0000638
tt1946502,nm0038432,"nm10645228,nm0001675,nm4484723,nm1030527,nm6417654,nm5445201,nm0258627"
tt19465630,nm11595610,"nm11595610,nm13887614"
tt1947998,nm0081023,nm0081023
tt1948150,nm1460159,"nm1419055,nm1182352,nm2678319,nm2260872"
tt19488344,nm1948482,"nm4024791,nm13757366"
tt1949548,nm1055105,"nm1055105,nm1145539,nm1173370"
tt1949605,nm1428204,"nm3032969,nm1626406"
tt19500164,"nm2939767,nm0702863","nm0047916,nm1124448,nm0962596,nm1199351,nm2939767,nm0702863,nm1291392,nm6343559"
tt1950186,nm0003506,"nm0125336,nm3890871,nm0445669"
tt1950235,nm2866226,"nm2083678,nm0835194,nm0134224,nm1981261,nm4490217,nm2239585"
tt1951090,"nm2753976,nm5380202","nm2753976,nm4615674,nm5380202,nm7300300,nm1802656,nm4990435,nm4613678,nm6993748,nm4792512"
tt1951095,nm0290556,"nm0290556,nm0006683,nm0565092"
tt1951133,"nm2830283,nm2830317","nm2830283,nm2830317"
tt1951166,nm0002020,"nm4080102,nm0002020,nm0344467,nm1581476"
tt1951181,nm0336695,"nm0336695,nm0579453"
tt1951216,nm0935863,"nm0339043,nm5641396,nm0209988,nm6147127,nm4998050,nm4998130,nm0264132"
tt1951218,nm2700992,nm2700992
tt1951261,nm0680846,"nm0680846,nm0563301,nm0524190,nm0601859"
tt1951264,nm1349376,"nm0064479,nm1578335,nm1056741"
tt1951265,nm1349376,"nm0185976,nm0834960,nm1056741"
tt1951266,nm1349376,"nm0185976,nm0834960,nm1056741"
tt19514578,nm9403571,"nm7603070,nm14703514,nm7450322,nm9403571"
tt1954206,nm0527453,"nm1802449,nm2980183,nm8661566"
tt1954258,nm1644176,nm1644176
tt1954315,nm0912334,nm0912334
tt1954352,nm0711114,"nm1684426,nm3371565"
tt1954470,nm0440604,"nm4556524,nm0440604,nm4556473,nm5113220"
tt1954598,nm1834891,"nm0080157,nm0159147,nm1964923"
tt1954701,nm1673756,nm1673756
tt1954811,nm1553071,nm1553071
tt1954843,nm1802554,nm1802554
tt1956620,nm0440458,"nm1180074,nm0781981,nm0831557"
tt1956697,nm1416190,"nm1416190,nm4818364"
tt1957886,nm1826621,"nm1826621,nm2040169"
tt1957938,nm2950998,nm2950998
tt1958043,nm1745427,"nm4504121,nm1745427,nm4941030,nm2522898"
tt1959332,"nm3609341,nm3609300","nm3609341,nm3609300"
tt1959346,nm0658837,"nm0078704,nm0000108"
tt1959409,"nm1514493,nm0004161","nm1514493,nm2663222,nm0413970,nm2054714"
tt1959438,nm0144018,nm0144018
tt1959490,nm0004716,"nm0004716,nm0359504"
tt19595494,nm1689712,nm1689712
tt1959563,nm0400850,nm4468296
tt1961175,nm0191147,"nm0771496,nm3360218,nm0001880,nm0380980,nm2064770"
tt1961192,nm0000806,"nm4503372,nm0039576"
tt1961311,nm1671983,"nm3093554,nm4502931"
tt1961324,nm0951197,"nm0846969,nm2242949,nm2095966,nm0814473"
tt1961386,nm2513598,"nm0048040,nm2513598"
tt1961604,nm0052442,"nm0052442,nm3126606"
tt1961675,nm0218547,"nm0218547,nm0234502"
tt19623228,nm6249843,nm6249843
tt19623240,nm6294482,"nm6294482,nm0590316"
tt19637052,nm3819217,"nm3819217,nm4299757"
tt19637278,nm0743555,nm2178910
tt19637852,"nm0584974,nm3532802",\N
tt19638504,"nm13587043,nm13567805","nm13587043,nm13567805"
tt1964418,nm0083348,"nm0511541,nm0083348,nm2701804"
tt1964624,nm0654830,"nm1974226,nm0654830"
tt1964773,nm1926336,nm1926336
tt1964995,nm1960122,"nm4508389,nm2331759,nm0004557,nm3106025"
tt1965065,nm2278537,"nm0113818,nm2278537,nm4509100"
tt1965162,nm3099213,nm3099213
tt1965272,nm1001345,"nm5394336,nm1001345,nm4338863"
tt19652910,nm0804592,"nm1018717,nm0804592"
tt1965308,nm2879822,nm2879822
tt19653180,nm7920254,"nm7920254,nm1011363"
tt1966359,nm0003394,nm3675159
tt1966385,nm0871428,nm1442240
tt1966566,nm0094080,"nm0343728,nm0811100,nm2658369"
tt1966604,nm1717925,\N
tt1967545,nm0718646,"nm0718646,nm0562767"
tt1967614,nm0000431,"nm0513165,nm0743501,nm0481418,nm0295281"
tt1967697,nm0004250,"nm4512724,nm3725550"
tt1969012,nm0110292,"nm2281534,nm0110292,nm0551431"
tt1969062,nm0285379,nm0285379
tt1969959,nm0339619,"nm0339619,nm0110292,nm0551431,nm0209918,nm0352229"
tt19704612,nm6567672,"nm9616355,nm6567672"
tt19704638,nm2444204,\N
tt19705884,nm11038269,nm11038269
tt19712072,nm2874958,"nm2874958,nm3109770"
tt19712142,nm13582638,nm13582638
tt19713090,nm9075613,nm7057789
tt1971325,nm2688320,"nm2688320,nm1672020,nm1760980"
tt1971352,nm0957505,nm0957505
tt1971397,nm0651723,nm0651723
tt1971466,nm2520393,"nm4516476,nm0453442,nm1593802"
tt1971514,"nm0989305,nm0988803","nm0989305,nm0988803"
tt1971558,nm2762061,nm2762061
tt1971571,"nm1081521,nm0247949,nm1336704,nm1983733,nm0835345","nm0835345,nm1336704,nm0247949,nm1983733,nm1081521,nm1014939"
tt19719836,nm1976187,"nm14649745,nm8014960"
tt19719862,"nm7832675,nm8030726","nm7832675,nm8030726,nm13580113,nm1771591"
tt19719904,nm6433472,"nm1807406,nm6433472"
tt19719976,nm7932095,"nm7932095,nm8663897"
tt19724142,nm2305479,"nm2305479,nm2899704"
tt19724192,nm2956085,"nm2197127,nm2956085"
tt1972571,nm0179221,"nm0100597,nm0494170,nm0180508"
tt1972591,nm0005363,"nm1703612,nm0005363,nm0927880,nm0229694"
tt1972646,"nm2912462,nm0422080",nm2912462
tt1972663,nm0001348,nm0001348
tt1972779,nm0001355,"nm0817023,nm3391497,nm0328987"
tt1972819,nm0192478,nm0192478
tt19730338,nm13592132,"nm13584373,nm12517189"
tt19731306,nm13584902,\N
tt1974382,nm2092917,nm2092917
tt1974393,nm0082005,"nm1218897,nm0082005"
tt1974419,nm0716347,"nm0716347,nm6890017,nm6031291"
tt1974420,nm0000886,"nm0000886,nm0325743"
tt1975159,nm1234345,nm0742194
tt1975249,nm0053228,"nm1720703,nm1823479"
tt19755170,nm4318159,"nm6328029,nm6328031,nm6328030,nm6436658,nm4318159"
tt19758012,nm1443757,"nm1443757,nm3450186"
tt19759204,nm2204103,"nm2201881,nm2204103"
tt19759618,nm8093048,"nm3648497,nm11420482"
tt1976000,nm0024925,"nm0024925,nm0383604"
tt19760052,nm0870841,"nm0870841,nm1142569"
tt1976009,nm0006476,"nm0484840,nm0791217"
tt1976558,nm0918326,"nm0918326,nm2677390"
tt19768016,nm8857559,"nm0015149,nm4782668,nm8857559"
tt19768508,nm1955854,nm1955854
tt1976989,nm2421181,"nm0122950,nm0771473"
tt19770238,nm3834799,nm3834799
tt1977087,nm0440994,"nm0440994,nm0878494"
tt1977094,nm1109940,"nm2396617,nm1626455"
tt19770970,"nm1108327,nm4679096","nm1108327,nm1628160,nm4826450"
tt1977739,nm0545729,nm0062340
tt1977895,"nm1918140,nm1823264",nm1918140
tt1977941,nm0002913,nm4528537
tt19783626,nm1758990,nm0000108
tt19783714,nm9557050,nm9557050
tt19784004,nm9615179,nm9615179
tt19784370,nm6066435,nm13628452
tt1978447,nm2028715,nm2028715
tt1978524,"nm0777788,nm0478194",nm2205241
tt1978532,nm1745389,nm1745389
tt1978567,"nm0228147,nm5364864","nm0219270,nm0960417"
tt1979172,"nm0427580,nm2461935,nm1507245","nm0001037,nm0792333"
tt1979283,nm1027688,"nm2626665,nm2054456,nm1458924"
tt1979309,nm2281585,nm2281585
tt1979319,nm3311094,"nm0914941,nm2789483,nm3311094"
tt1979320,nm0000165,nm0604948
tt1979376,nm2155757,"nm0005124,nm0004056,nm2155757,nm1445746,nm0429069,nm0566489,nm0405271,nm5403126"
tt1979388,nm0812307,"nm0677037,nm0812307,nm4402755,nm0498834,nm1626375,nm0373282,nm2937122"
tt19801212,nm6590852,nm6590852
tt1980185,nm4516236,"nm4516236,nm4534043"
tt1980209,nm0000881,"nm1321655,nm1321656,nm2431017"
tt1980219,nm0775090,"nm1868544,nm0381915,nm0676577"
tt1980929,nm0138809,nm0138809
tt1980986,nm1349318,"nm1571874,nm1349318,nm0618898,nm2678319,nm2260872"
tt1980999,"nm0900527,nm1176906",nm1176906
tt1981057,nm4020877,"nm6674612,nm3093554,nm4502931"
tt1981080,nm0298691,"nm2310115,nm0155295,nm3171048"
tt1981107,nm0000466,"nm0000466,nm0491011,nm2916565"
tt1981115,nm0851930,"nm1236653,nm1321655,nm1321656,nm0668309,nm0734441,nm0498278,nm1293367,nm0456158,nm1277476"
tt1981128,nm0002041,"nm0002041,nm0349935"
tt1981140,nm1424282,nm1424282
tt19811786,"nm13841676,nm4842969",nm5505374
tt19815094,nm3213296,"nm3213296,nm5425349"
tt1981677,nm0601337,"nm0134224,nm3015467"
tt19820538,nm4772133,nm4772133
tt1982759,nm2907429,nm2907429
tt1982848,"nm15597767,nm4536380,nm15597772,nm1580774,nm15597766,nm15597773,nm2115426,nm15597770,nm0032714,nm15597771,nm3776946,nm2968402,nm1441566,nm0580727,nm0621915,nm15597769,nm15597768,nm1583960","nm3526931,nm1583960,nm0008160,nm15604073,nm15604075,nm4536380,nm15604076,nm0032714,nm2968402,nm15604071,nm1650317,nm0352270,nm1218629,nm4752261,nm0621915,nm15604074"
tt1982882,nm1359237,"nm0337962,nm1878140"
tt19838608,nm1055105,"nm1055105,nm8552307,nm4501677,nm13040033"
tt19838620,nm2153008,nm2153008
tt1984110,nm0364583,nm1024762
tt1984153,nm3160595,nm3160595
tt19841734,nm0308039,"nm0308039,nm2271621,nm9200495,nm0140643"
tt1984177,"nm3289246,nm3291437","nm3291437,nm3289246"
tt19845414,nm0361735,"nm5862456,nm0361735"
tt19845504,nm8528554,nm8528554
tt19848268,nm0001438,nm0001438
tt1985017,nm0003289,"nm0761348,nm0642837,nm0779087,nm0709446"
tt1985019,nm1415801,"nm1415801,nm4539250"
tt1985100,nm2596180,"nm2513556,nm9302770,nm2596180"
tt1985266,nm2202538,nm0702600
tt19853258,nm0346550,nm0000150
tt19853698,nm5130799,"nm5130799,nm2356525"
tt19857862,nm1044749,"nm0457108,nm9493866,nm2313484"
tt19858164,nm2775497,nm1862828
tt1985949,"nm0443505,nm0717678","nm0900140,nm4678928,nm2039903,nm2805697,nm4679058,nm4678618,nm2687431,nm4678932,nm4678517,nm4678991,nm4679256,nm4678640,nm14055460,nm14055461,nm4678548"
tt1985966,"nm0970606,nm2329165","nm1106214,nm0197855,nm0326246,nm0520488,nm0588087,nm2360213,nm2360861"
tt1985981,nm2539328,"nm2539328,nm3065956,nm1179457"
tt1986180,nm0767688,nm0767688
tt1986202,nm0840412,nm0840412
tt19864802,nm1827931,"nm0295701,nm1827931"
tt19864828,nm1633015,nm1633015
tt19864926,nm7188710,"nm7188710,nm13046761"
tt19864942,nm1568319,"nm2929815,nm1568319"
tt19864958,nm2945270,nm4856427
tt1986843,nm0154312,"nm1552771,nm3557725,nm1181224,nm2382268"
tt1986857,nm1970885,"nm1970885,nm0639508,nm2967359"
tt19869024,nm0936838,"nm2707636,nm1471503,nm4483602,nm1500982"
tt19869122,nm3536577,"nm13617808,nm3743687,nm13617826"
tt1986953,nm1266897,"nm0164929,nm0265463,nm6447214,nm1266897,nm1197497"
tt1987018,nm1462495,"nm0008399,nm1462495,nm4554522"
tt1987680,nm1139726,"nm1768281,nm0865918,nm0619923"
tt1987681,nm1828040,nm1674912
tt19879660,nm3642592,nm3642592
tt19883634,nm0516360,nm0491956
tt1988573,nm0023207,"nm4125647,nm1149945"
tt1988621,nm0844896,"nm1912178,nm0844896"
tt19886242,nm9094689,nm7909554
tt1988733,nm0151546,"nm7751673,nm0151546"
tt19887550,nm2391794,nm2391794
tt1988774,nm3351235,"nm4543222,nm4544331"
tt1988781,nm0140109,"nm0140109,nm0764704"
tt19890316,nm0000212,"nm1075146,nm3225185,nm0000212"
tt19893706,nm7138881,nm7138881
tt1989475,nm0528337,"nm4409704,nm0528337"
tt1989485,nm0611983,nm1915955
tt1989593,nm0000490,"nm0000490,nm2678286"
tt19896150,nm3438923,nm3438923
tt1989674,nm1970399,nm1970399
tt1989712,nm0393254,nm0393254
tt1990181,nm0868650,"nm2152369,nm3347598"
tt1990216,nm1161979,nm2788369
tt1990217,nm0874096,"nm0140643,nm0874096"
tt1990314,nm1500577,nm1755986
tt1990352,nm0791556,\N
tt1991031,nm1697112,nm1697112
tt1991191,nm2813429,nm2812700
tt1991245,nm0662086,"nm2305431,nm1139317,nm0886749"
tt1992138,nm1723225,"nm1937760,nm1069826"
tt1992156,nm1022157,"nm3031731,nm1022157"
tt1992193,nm0832134,nm0832134
tt1992258,"nm3838717,nm2071556",nm1231249
tt1993391,nm0340037,"nm0340037,nm1088854"
tt1993396,nm0240048,nm0240048
tt1995260,nm0831321,"nm0396867,nm0831321"
tt1995304,nm0000498,"nm0303462,nm0817277,nm5195805"
tt1995329,nm1953841,nm1953841
tt1995341,nm1787651,nm1787651
tt1995390,nm1264352,"nm0494170,nm0024925"
tt1996226,nm0368693,"nm0140902,nm3724977,nm0368693,nm3973908"
tt1996264,nm1637474,"nm4561763,nm1601643"
tt1996310,nm0795153,"nm0795153,nm0611555,nm4579216"
tt1997291,nm1802263,"nm4642362,nm1802263"
tt1997455,nm2284321,nm2284321
tt1998204,nm0718671,"nm0718671,nm0373946"
tt19984386,nm1018426,nm0264977
tt1999141,nm0040630,nm0040630
tt1999167,nm1496044,"nm4874963,nm1618263"
tt1999192,"nm0806492,nm1103162","nm0366389,nm3156655,nm1830312"
tt1999890,nm0687427,"nm3466037,nm1397455,nm4868455,nm1427602,nm3716185,nm0839812"
tt1999910,nm1777967,"nm0517839,nm3619446,nm1777967"
tt1999987,nm2035886,"nm2035886,nm1726378"
tt1999995,nm1428946,nm0970125
tt20024428,nm0056527,"nm0056527,nm4230495"
tt2002718,nm0001675,"nm2040359,nm0001675,nm0735420"
tt2002868,nm0433895,"nm0433895,nm4338863,nm5394336,nm13659743"
tt2004191,nm2569351,"nm2195269,nm2634191,nm2569351"
tt2004279,nm0491259,"nm0491259,nm0673580,nm0973048"
tt2004304,"nm0633272,nm0001770","nm0598531,nm1320488"
tt2004419,nm1442694,nm1442694
tt2004420,nm0831557,"nm1157527,nm1895993"
tt2004432,nm0572562,"nm0572562,nm1846103"
tt2005151,nm0680846,"nm0157787,nm0680846,nm1429512,nm0493225"
tt2005164,nm2156502,"nm2156502,nm2193022"
tt2005363,nm4575677,nm0766199
tt2005374,nm1960428,nm1960428
tt2006040,"nm1553775,nm4577742",nm1553775
tt2006295,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976"
tt2006721,nm0007161,"nm0007161,nm1032152,nm4143216"
tt2006753,nm3631963,nm0267805
tt2006801,nm3651567,"nm2096009,nm3651567"
tt2006810,nm1854120,nm1854120
tt2007360,nm1216004,nm1216004
tt2007385,nm0346550,\N
tt2007387,nm1922242,nm0661931
tt2007413,nm1760744,"nm10176711,nm1758539,nm5371819,nm1082740,nm1760744"
tt2007993,nm0917669,nm0917669
tt2008006,nm0401176,"nm0151113,nm15590231,nm15590230,nm0498151"
tt2008513,nm4557079,\N
tt2008562,"nm0218022,nm1086956",\N
tt2009606,nm1509945,"nm1622354,nm1563121,nm1509945"
tt20100884,nm4022854,"nm4022854,nm11003379"
tt20102596,nm2107414,nm2107414
tt2010914,nm0015091,"nm0015091,nm4222269"
tt2010976,nm1261206,nm4589942
tt2011076,nm2120452,"nm4771292,nm3561843"
tt2011159,nm0589284,nm1350938
tt2011183,nm1758280,nm1758280
tt2011223,nm1979801,nm1979801
tt20112600,nm0603299,"nm3798121,nm0603299,nm1249052"
tt20112746,nm3737504,nm3737504
tt2011276,nm4578266,"nm4578266,nm5275900,nm0522454"
tt2011300,nm1335694,nm4218328
tt2011311,nm1324710,nm4636960
tt20113586,nm1998108,"nm0315235,nm0902707,nm2461648"
tt20114686,"nm11956672,nm12040292","nm11956672,nm12040292"
tt20114976,nm3525861,"nm2620138,nm3525861"
tt20115096,nm1286069,nm5149399
tt20115138,nm13638392,"nm13638392,nm13638393"
tt20115766,nm0000474,nm0201304
tt20119468,nm0244011,"nm7627236,nm1007747,nm0244011"
tt2011953,nm0755158,"nm0755158,nm0951592"
tt2011971,nm0265852,"nm0265852,nm1656167"
tt2012011,"nm0324521,nm1603397",nm3189831
tt20124778,nm3651043,nm13645669
tt2012665,nm0129310,"nm0989941,nm0129310"
tt2013293,nm0594503,nm0594503
tt2014202,nm2325744,"nm0621964,nm0636475,nm0869389"
tt2014260,nm4562662,nm3057599
tt2014319,nm1503717,"nm1503717,nm0000248"
tt2014338,nm0447863,nm0447863
tt2014346,nm0125887,nm0125887
tt2014392,nm0939540,"nm1505557,nm0063270,nm5979724,nm1027484,nm0939540"
tt2015315,nm0497416,"nm11361866,nm2303963,nm0497416,nm5188854,nm4100260"
tt2015349,nm0072600,nm0072600
tt2015381,nm0348181,"nm0348181,nm2270979,nm3966115,nm5037683,nm2757098,nm0317493,nm4160687,nm1921680,nm3053444,nm0314153,nm0562554"
tt2015474,"nm0612664,nm1809338","nm0612664,nm1809338"
tt2015478,nm0765761,"nm2563364,nm3146564"
tt2016303,nm0001317,"nm4637344,nm0425780,nm0609031,nm0871428,nm0917440"
tt2016335,nm1457361,nm2749225
tt20168564,nm1569807,nm1569807
tt2016894,nm1203138,"nm0159147,nm1203138,nm1305877"
tt2016940,nm0000206,nm2686509
tt2017020,nm0331532,"nm0826425,nm0918955,nm0771065,nm0740115,nm0456732,nm0678963"
tt2017038,nm1170855,nm1170855
tt2017486,nm0135952,nm0135952
tt2017561,"nm0159507,nm0477213","nm0159507,nm0477213,nm0403230,nm3773382,nm1385080,nm5533999,nm7914475,nm0465033,nm1063158"
tt2017634,nm2058108,\N
tt2018069,nm2227980,"nm2914162,nm2470867"
tt2018079,nm0240995,"nm0133899,nm6199940"
tt2018086,nm0241622,"nm0165227,nm6163206,nm0241622"
tt2018111,nm1159083,"nm1417640,nm4621611"
tt20189996,nm13640065,nm4049774
tt20192230,nm5208146,"nm0783889,nm0022688"
tt20198716,nm0284759,nm1807891
tt20198774,nm0527261,"nm0556573,nm1899220"
tt20199286,nm6650775,nm6650775
tt20201212,nm1569807,nm1569807
tt20204996,nm2689344,"nm2689344,nm2423042"
tt20205236,nm0070159,nm0070159
tt20215670,nm3296976,"nm3296976,nm1157609"
tt20215968,nm0000500,"nm0000500,nm1412974,nm0390912"
tt20221690,nm1451137,"nm0249897,nm2240720,nm0563397,nm0487237"
tt20222202,"nm11743055,nm2637625","nm3017401,nm3379493"
tt20222422,nm1410989,"nm2241963,nm0551861"
tt20223526,nm13658587,nm13658587
tt2022522,nm1181881,"nm1181880,nm1181881"
tt20225374,"nm3043504,nm3042028","nm3042028,nm3043504,nm1831704"
tt20228436,nm10469813,nm10469813
tt2023453,nm0101047,"nm0285379,nm0938645,nm2732149"
tt20234774,nm4824763,nm3019055
tt2023587,nm0615592,"nm0615592,nm1953833,nm0189232"
tt2023690,nm1296554,"nm1546686,nm1361530,nm4207229"
tt2023714,nm1541272,nm1541272
tt20242416,nm6041683,nm6041683
tt2024432,nm1164861,"nm0563301,nm1087085"
tt2024469,nm1429471,"nm1622147,nm1496753,nm0257513"
tt2024506,nm0185063,nm1023712
tt2024519,nm0886976,"nm0374949,nm1570441,nm0429741,nm0886976,nm1631468"
tt2024521,nm2151723,"nm1794018,nm3424709"
tt2024544,nm2588606,"nm0725983,nm1185849"
tt20249418,nm8527635,nm8527635
tt20251716,"nm7630832,nm7626417",nm7630832
tt20251822,nm2502457,"nm2066914,nm0467569"
tt20251896,nm10922174,"nm13670919,nm10922174"
tt2025506,nm1017500,"nm4623989,nm4765142"
tt2025526,nm3482943,nm3482943
tt20256412,nm0377153,"nm3523110,nm0377153"
tt20256448,nm0175352,"nm0175352,nm7681091"
tt20256528,nm1721001,\N
tt20256556,nm9219306,nm9219306
tt2025667,nm2038422,"nm0680421,nm2038422,nm2384452"
tt2025690,nm0318916,"nm0798788,nm0848496,nm2053216,nm4648803,nm4634203"
tt20257492,nm1673520,"nm6122951,nm0156417,nm9211113"
tt20258974,nm0218547,nm0218547
tt2027064,nm1633043,"nm1633043,nm3815358"
tt2027136,nm0085627,nm1097510
tt2027138,nm1966139,"nm4375423,nm1966139"
tt2027140,nm0327273,"nm0327273,nm2236676,nm0895644"
tt2027154,nm0214320,"nm3905562,nm1659841"
tt2027178,nm0868595,nm0868595
tt2027231,nm0112253,"nm0277116,nm7850004,nm1733337"
tt2027265,nm0434806,"nm1771591,nm0434806,nm10906721"
tt20274588,nm0001661,\N
tt2028530,"nm0075666,nm0802501",\N
tt20315818,nm0001282,nm0819045
tt20316748,nm1110912,"nm1104594,nm5335213,nm15982429,nm10050431,nm15982431"
tt20319598,nm9693571,nm5151077
tt2032557,nm0619762,"nm0923980,nm4577066,nm2039868,nm0015287"
tt2032572,nm0005522,"nm1359191,nm0215502"
tt20330434,nm0654830,"nm0654830,nm0681350,nm0077278,nm0894579"
tt2033981,nm0935664,nm0935664
tt2033997,nm3213296,nm3213296
tt2034026,nm0706485,nm0706485
tt2034031,nm1119645,nm2484916
tt2034139,nm1424878,"nm3227090,nm1424878,nm1428204,nm0348640"
tt2034176,nm1639452,"nm1639452,nm2049770,nm1296486"
tt2034761,nm0310168,nm1515005
tt2034800,nm0955443,"nm0076166,nm1215164,nm0006904,nm0112150,nm0001880,nm0380980"
tt20355484,nm4919159,"nm0117556,nm1334123,nm1481309,nm4679395,nm4919159,nm0423872"
tt2035630,nm0048918,"nm0048918,nm2022341"
tt2035670,nm0170719,nm0278759
tt20358284,nm1488618,nm7640580
tt2036376,nm0157222,nm0157222
tt2036388,nm3113346,"nm3113346,nm0678499"
tt2036391,"nm4584474,nm4584209","nm4584474,nm4584209"
tt2036408,nm0745131,"nm1834345,nm0745131,nm1839743,nm3036348,nm1040343"
tt2036416,nm3321182,nm3321182
tt20365920,nm0081449,"nm0081449,nm14988841,nm0996145,nm0841291"
tt2039338,nm0649117,"nm0276823,nm1618286"
tt2039345,nm1079001,nm3227090
tt2039369,nm1060997,"nm2313794,nm1060997,nm1192473,nm2310037,nm3628491,nm9551033"
tt2039393,nm1012501,"nm1184258,nm0864812"
tt2039412,nm1871594,nm1871594
tt2040281,nm3286105,"nm3286105,nm1341518,nm2742738"
tt2040367,nm1394316,nm1394316
tt2040560,nm1130275,nm1130275
tt2040578,nm2403079,nm2403079
tt2040605,nm4589011,nm4818272
tt20413120,nm13680827,"nm15414914,nm13680827"
tt2041331,nm0741262,nm4112259
tt20413650,nm0363786,nm0363786
tt20414228,nm0001709,"nm0165326,nm1083607,nm5673990,nm2680916,nm0006646,nm0001709,nm2605283"
tt20414550,nm0600546,nm0600546
tt20414642,nm0267241,"nm0267241,nm13681514"
tt2041488,nm0925870,"nm0150749,nm2592885"
tt2041510,nm2777365,"nm2777816,nm2777365"
tt20420316,nm0374657,\N
tt20420538,nm0130714,nm2192581
tt20420628,nm0114226,"nm1059505,nm0114226,nm15849329"
tt20420938,nm13684509,nm13684509
tt20424130,nm8315990,"nm8315990,nm4603863"
tt20424172,nm3743617,"nm3743617,nm5033444,nm8102422,nm6421627"
tt2042568,"nm0001053,nm0001054","nm0001054,nm0001053"
tt2042583,nm0004033,"nm0004033,nm2157916,nm3669468"
tt2043865,nm1000616,nm1172285
tt2043932,"nm1473091,nm1475794","nm1473091,nm1475794"
tt2043933,nm0716980,"nm1299680,nm0716980"
tt2043971,"nm0623025,nm4802425","nm0722815,nm0623025"
tt2043979,nm1500530,nm0843850
tt2044040,nm0316795,"nm0688001,nm0919391"
tt2044729,nm0178910,nm0178910
tt2044774,nm0008157,nm2697482
tt2044801,nm0956537,"nm0880870,nm0184937"
tt20449626,"nm3218276,nm3723643","nm3218276,nm3723643"
tt20452218,nm3332970,nm3332970
tt2046090,nm0868441,"nm1037221,nm0346277,nm3427616"
tt20465746,nm0224331,nm0224331
tt2047910,nm0132414,"nm0175768,nm0006803,nm0132414"
tt2048726,nm2609716,nm0014152
tt2048770,nm1416352,nm1416352
tt2048804,nm1556115,nm2396196
tt2048824,nm1270318,nm1270318
tt2048865,nm2341319,"nm1729494,nm2341319"
tt2048877,nm1366561,"nm1366561,nm1342798"
tt2049511,nm0233078,nm4620383
tt2049543,nm1402180,"nm1402180,nm1373794"
tt2049586,nm0005077,\N
tt2049630,nm4189373,"nm3998602,nm4189373,nm3972846,nm4777480"
tt2049636,nm0598671,nm0598671
tt2050633,nm1135423,nm1135423
tt20518312,nm3976099,nm3976099
tt2051879,nm0179542,nm3664884
tt2051894,nm0101741,"nm1014503,nm3347943,nm1433579,nm2561710"
tt2051941,nm1802395,nm1802395
tt2053352,"nm4662682,nm1367752,nm3088409","nm4662682,nm1367752,nm3088409"
tt2053378,nm4661606,"nm4661606,nm1745513"
tt2053423,nm1976847,nm2693238
tt2053425,nm0002191,"nm0002191,nm0081179,nm4662668"
tt2053463,nm0001752,nm1994243
tt2054790,nm0220774,"nm4663240,nm0220774,nm0902535"
tt2054808,nm0815638,"nm0815638,nm0900008"
tt2055709,nm0747849,nm0521739
tt2055765,nm0957197,"nm0152911,nm0919173"
tt2055800,nm4665246,nm4665246
